Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
female,group C,some college,standard,none,divorced,sometimes,yes,1,private,05-Oct,60,64,63
male,group D,bachelor's degree,standard,none,married,sometimes,no,3,private,< 5,82,78,78
female,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,< 5,80,75,81
female,group B,some college,standard,none,divorced,sometimes,yes,0,private,< 5,71,87,78
male,group B,associate's degree,standard,none,married,regularly,yes,3,private,05-Oct,74,75,77
male,group D,some high school,standard,none,married,regularly,yes,3,private,> 10,81,64,65
female,group D,some high school,standard,completed,divorced,sometimes,yes,0,private,05-Oct,54,71,77
female,group D,some college,standard,none,married,regularly,yes,1,school_bus,05-Oct,80,83,93
male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,69,57,57
female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,05-Oct,77,94,92
male,group B,some high school,standard,none,single,sometimes,yes,2,school_bus,< 5,78,68,69
male,group C,some college,free/reduced,none,divorced,sometimes,yes,3,school_bus,> 10,53,48,46
female,group E,bachelor's degree,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,81,85,88
male,group C,master's degree,standard,none,married,regularly,yes,1,school_bus,< 5,91,75,78
female,group E,some high school,standard,none,divorced,regularly,no,2,private,05-Oct,71,75,68
male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,53,55,51
female,group D,bachelor's degree,standard,completed,married,regularly,yes,4,private,< 5,54,66,74
male,group E,associate's degree,standard,completed,single,never,yes,1,school_bus,05-Oct,86,76,71
male,group C,bachelor's degree,standard,completed,single,regularly,no,2,school_bus,05-Oct,76,84,86
female,group E,some high school,standard,none,married,regularly,yes,4,private,> 10,68,78,75
female,group C,some college,free/reduced,completed,widowed,sometimes,yes,2,school_bus,05-Oct,31,42,47
male,group D,some college,standard,completed,single,sometimes,no,4,school_bus,05-Oct,70,72,79
female,group A,high school,standard,none,divorced,sometimes,no,2,school_bus,05-Oct,47,40,39
male,group D,master's degree,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,56,54,63
male,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,60,48,43
male,group A,associate's degree,standard,none,single,regularly,yes,1,school_bus,05-Oct,80,81,74
male,group C,some high school,standard,none,married,sometimes,yes,4,private,> 10,77,72,67
male,group D,associate's degree,standard,none,married,never,yes,2,school_bus,< 5,66,57,61
female,group C,high school,free/reduced,completed,single,regularly,yes,4,school_bus,05-Oct,57,63,67
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,< 5,59,85,77
female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,05-Oct,57,60,60
male,group D,high school,free/reduced,none,married,sometimes,no,3,private,05-Oct,65,67,59
male,group A,some college,standard,none,married,regularly,no,1,private,05-Oct,71,59,59
female,group E,some college,standard,completed,single,never,yes,2,school_bus,< 5,72,83,84
male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,0,private,< 5,62,62,57
female,group C,high school,standard,none,divorced,regularly,yes,4,private,< 5,51,64,63
female,group C,some college,standard,completed,single,never,yes,3,school_bus,< 5,50,66,67
male,group D,some high school,standard,none,married,never,yes,3,private,05-Oct,57,46,53
female,group D,high school,free/reduced,none,divorced,regularly,yes,2,school_bus,05-Oct,74,78,84
male,group E,high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,56,49,41
female,group B,high school,standard,none,married,sometimes,no,4,school_bus,> 10,49,46,45
male,group C,associate's degree,free/reduced,completed,married,never,no,1,school_bus,05-Oct,32,38,35
female,group C,some high school,standard,completed,married,regularly,yes,5,private,05-Oct,83,99,98
female,group C,high school,standard,none,married,regularly,no,7,private,< 5,64,73,75
male,group D,associate's degree,standard,none,divorced,regularly,yes,2,private,05-Oct,58,64,60
female,group E,some high school,standard,completed,married,sometimes,yes,0,private,05-Oct,62,78,77
female,group C,high school,standard,completed,single,sometimes,yes,2,private,05-Oct,60,72,73
female,group C,some college,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,51,55,49
female,group D,master's degree,standard,completed,married,regularly,yes,2,private,05-Oct,79,81,90
female,group B,some college,free/reduced,none,married,sometimes,no,5,private,< 5,67,79,80
female,group E,high school,free/reduced,none,married,regularly,no,1,school_bus,05-Oct,42,58,48
male,group E,associate's degree,standard,completed,married,sometimes,no,3,private,05-Oct,88,75,82
male,group B,high school,standard,none,divorced,never,yes,1,school_bus,< 5,47,43,42
female,group E,bachelor's degree,standard,completed,married,sometimes,yes,5,school_bus,05-Oct,76,78,86
male,group C,some college,standard,none,married,never,no,3,school_bus,05-Oct,96,84,83
female,group C,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,55,73,61
female,group C,master's degree,free/reduced,none,married,never,no,3,private,05-Oct,62,77,80
male,group C,high school,standard,completed,married,regularly,yes,1,school_bus,05-Oct,71,74,73
male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,> 10,59,50,53
male,group C,high school,standard,completed,married,sometimes,no,3,school_bus,> 10,72,57,57
male,group D,some college,standard,completed,single,regularly,yes,1,school_bus,< 5,74,67,69
female,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,private,> 10,59,76,81
male,group E,some college,standard,none,single,sometimes,no,2,school_bus,05-Oct,69,55,53
male,group E,some college,free/reduced,completed,married,never,yes,1,private,< 5,72,64,60
male,group B,high school,standard,completed,divorced,never,yes,3,school_bus,05-Oct,55,58,54
male,group C,some high school,standard,none,divorced,sometimes,yes,5,school_bus,< 5,60,51,47
male,group B,high school,standard,completed,single,regularly,yes,3,private,05-Oct,59,60,59
male,group D,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,05-Oct,83,77,75
female,group C,some college,standard,completed,married,sometimes,yes,5,school_bus,05-Oct,85,97,100
female,group C,high school,standard,none,married,never,yes,3,school_bus,< 5,58,65,64
female,group C,some college,standard,none,married,sometimes,yes,1,private,> 10,45,52,49
male,group C,associate's degree,standard,completed,married,never,yes,1,private,05-Oct,93,92,93
female,group B,some college,free/reduced,completed,married,sometimes,yes,1,private,05-Oct,66,82,85
female,group E,high school,standard,completed,single,sometimes,yes,2,private,< 5,69,86,86
male,group C,high school,standard,none,married,regularly,yes,0,private,05-Oct,65,54,54
male,group D,some college,standard,none,married,regularly,no,1,school_bus,05-Oct,82,75,78
female,group C,high school,free/reduced,completed,single,regularly,yes,0,school_bus,< 5,66,81,81
male,group B,associate's degree,standard,none,widowed,never,yes,1,school_bus,< 5,88,70,78
male,group A,some college,standard,none,married,sometimes,yes,3,school_bus,05-Oct,50,52,43
male,group E,high school,standard,none,married,sometimes,no,2,school_bus,< 5,66,65,60
female,group D,master's degree,standard,none,single,regularly,yes,0,school_bus,05-Oct,82,97,100
male,group B,associate's degree,standard,completed,single,sometimes,no,2,private,05-Oct,58,55,56
male,group D,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,> 10,69,68,70
male,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,75,66,63
female,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,< 5,72,80,86
male,group E,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,97,98,97
female,group B,some college,standard,none,single,regularly,yes,2,school_bus,< 5,68,74,75
female,group C,associate's degree,standard,completed,divorced,regularly,yes,1,private,> 10,95,100,100
female,group C,bachelor's degree,standard,none,single,sometimes,yes,1,private,> 10,52,60,65
female,group C,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,61,74,65
female,group C,bachelor's degree,standard,none,married,regularly,no,1,private,05-Oct,63,60,65
female,group D,associate's degree,standard,completed,married,regularly,yes,2,private,> 10,92,93,98
male,group D,some high school,standard,none,single,sometimes,no,3,school_bus,05-Oct,62,57,52
male,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,> 10,86,72,73
female,group C,high school,standard,completed,married,regularly,yes,3,school_bus,< 5,58,66,71
female,group C,some high school,free/reduced,none,married,never,no,2,school_bus,05-Oct,37,41,41
female,group B,some high school,free/reduced,completed,divorced,regularly,yes,3,school_bus,< 5,48,67,67
female,group B,some high school,free/reduced,completed,married,regularly,no,4,school_bus,< 5,47,54,53
male,group C,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,< 5,59,61,59
female,group A,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,83,90,88
female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,56,57,64
male,group C,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,< 5,69,73,70
female,group B,some college,standard,none,married,never,yes,0,private,< 5,59,66,64
male,group D,some high school,standard,none,married,sometimes,no,2,private,> 10,55,49,49
female,group D,bachelor's degree,standard,completed,single,regularly,yes,0,private,05-Oct,72,90,96
female,group E,master's degree,standard,completed,divorced,regularly,no,4,private,< 5,87,96,95
male,group E,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,05-Oct,93,81,83
male,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,< 5,52,54,61
male,group B,some college,standard,none,married,sometimes,no,5,private,05-Oct,91,74,75
male,group D,some college,standard,none,single,regularly,no,5,private,05-Oct,86,82,90
male,group A,some college,standard,none,single,sometimes,no,2,school_bus,> 10,81,88,76
female,group E,some college,free/reduced,none,single,sometimes,yes,0,school_bus,05-Oct,78,94,89
male,group C,master's degree,standard,none,married,regularly,yes,1,school_bus,> 10,58,53,53
female,group D,some college,standard,completed,married,sometimes,no,3,private,05-Oct,58,70,72
male,group B,high school,standard,completed,married,regularly,yes,3,school_bus,05-Oct,85,92,84
male,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,67,64,68
female,group E,master's degree,free/reduced,none,married,regularly,yes,3,private,05-Oct,84,87,86
female,group D,some high school,standard,completed,married,regularly,yes,3,school_bus,> 10,72,73,76
male,group C,some college,standard,completed,married,sometimes,no,2,private,05-Oct,82,82,79
male,group D,some high school,standard,none,married,regularly,no,6,school_bus,05-Oct,39,38,38
male,group B,master's degree,free/reduced,none,married,sometimes,yes,1,private,05-Oct,54,43,48
male,group B,some high school,free/reduced,none,widowed,sometimes,no,2,private,< 5,36,35,32
male,group B,some high school,standard,none,married,regularly,yes,1,school_bus,> 10,60,59,54
male,group C,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,42,41,42
male,group C,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,> 10,59,66,56
female,group B,associate's degree,free/reduced,completed,single,never,no,2,private,05-Oct,40,59,54
male,group C,associate's degree,standard,none,married,regularly,yes,0,school_bus,05-Oct,80,77,71
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,47,55,54
male,group E,some college,standard,none,married,regularly,yes,0,school_bus,> 10,100,81,80
female,group A,master's degree,standard,completed,divorced,regularly,no,4,private,< 5,72,85,91
male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,60,64,61
male,group B,some college,standard,completed,divorced,sometimes,yes,0,private,05-Oct,67,63,64
female,group E,high school,free/reduced,none,divorced,regularly,yes,0,school_bus,> 10,72,84,84
male,group E,associate's degree,free/reduced,completed,widowed,sometimes,yes,6,private,05-Oct,64,59,61
male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,86,76,79
female,group B,master's degree,standard,none,single,sometimes,no,1,school_bus,05-Oct,58,65,69
female,group C,associate's degree,free/reduced,completed,divorced,regularly,yes,0,school_bus,< 5,42,53,53
male,group D,master's degree,standard,none,married,sometimes,yes,0,private,05-Oct,68,53,54
male,group C,some college,standard,none,married,sometimes,no,7,school_bus,< 5,69,66,66
male,group C,some college,standard,none,widowed,sometimes,yes,6,private,05-Oct,69,73,65
female,group E,high school,standard,none,divorced,sometimes,yes,3,private,05-Oct,80,85,74
female,group C,some college,standard,none,single,sometimes,no,1,school_bus,< 5,56,60,60
male,group D,some college,standard,none,married,regularly,no,2,school_bus,> 10,64,64,67
female,group B,associate's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,38,41,49
